"MTL_Diss_Area_LatLong.FID","MTL_Diss_Area_LatLong.DAUID","MTL_Diss_Area_LatLong.PRUID","MTL_Diss_Area_LatLong.CDUID","MTL_Diss_Area_LatLong.CSDUID","MTL_Diss_Area_LatLong.CSDTYPE","MTL_Diss_Area_LatLong.ERUID","MTL_Diss_Area_LatLong.SACCODE","MTL_Diss_Area_LatLong.SACTYPE","MTL_Diss_Area_LatLong.CMAUID","MTL_Diss_Area_LatLong.CMAPUID","MTL_Diss_Area_LatLong.CMATYPE","MTL_Diss_Area_LatLong.CTUID","MTL_Diss_Area_LatLong.CTNAME","MTL_Diss_Area_LatLong.ADAUID","MTL_Diss_Area_LatLong.Shape_Leng","MTL_Diss_Area_LatLong.Shape_Area","MTL_Diss_Area_LatLong.DAUID_INT","Incomev2.csv.GEO_UID","Incomev2.csv.Med_Total_Inc","Incomev2.csv.Med_AftTax_Inc","Incomev2.csv.Med_Household_Inc","id","Geometry"
"2353","24662930","24","2466","2466023","V","2440","462","1","462","24462","B","4620581.02","0581.02","24660004","0.0193885571839","1.16458708022E-05","24662930","24662930","41033","35200","96768","2353","POLYGON ((-73.50302717499994 45.658236645000045, -73.50241614799995 45.66003040500004, -73.50335432199995 45.66016850400007, -73.50489639899996 45.660414770000045, -73.50507906599995 45.66037624300003, -73.50510552699996 45.66024583400008, -73.50510544999997 45.65968070000008, -73.50520288199994 45.65931425100007, -73.50542047499994 45.65858865300004, -73.50635077099997 45.65872283600004, -73.50606162299994 45.65964334700004, -73.50604394999993 45.65997247000007, -73.50609813499995 45.66031068800004, -73.50647140699994 45.66031975300007, -73.50704679099994 45.66039429700004, -73.50800105499997 45.660542752000026, -73.50840220799995 45.65934837100008, -73.50872364399999 45.65843339700007, -73.50653891699994 45.65809210200007, -73.50324824799998 45.657578399000045, -73.50302717499994 45.658236645000045))"
"2354","24662931","24","2466","2466023","V","2440","462","1","462","24462","B","4620581.02","0581.02","24660004","0.020600688273","1.50592836428E-05","24662931","24662931","39424","33877","69376","2354","POLYGON ((-73.50558817599995 45.66337690100005, -73.50695513199997 45.663587043000064, -73.50722097699997 45.66281584800004, -73.50764677399997 45.66157529100008, -73.50800105499997 45.660542752000026, -73.50704679099994 45.66039429700004, -73.50647140699994 45.66031975300007, -73.50609813499995 45.66031068800004, -73.50604394999993 45.65997247000007, -73.50606162299994 45.65964334700004, -73.50635077099997 45.65872283600004, -73.50542047499994 45.65858865300004, -73.50520288199994 45.65931425100007, -73.50510544999997 45.65968070000008, -73.50510552699996 45.66024583400008, -73.50507906599995 45.66037624300003, -73.50489639899996 45.660414770000045, -73.50335432199995 45.66016850400007, -73.50241614799995 45.66003040500004, -73.50174631499993 45.66204806500008, -73.50581641299993 45.66268895700006, -73.50558817599995 45.66337690100005))"
"2355","24662932","24","2466","2466023","V","2440","462","1","462","24462","B","4620581.02","0581.02","24660004","0.0151487910672","1.03783389792E-05","24662932","24662932","23915","22976","40576","2355","POLYGON ((-73.50152635899997 45.66271007900008, -73.50133816199997 45.663301825000076, -73.50109553499993 45.66401795000007, -73.50446244199998 45.66458036500006, -73.50636473699996 45.66488834000006, -73.50646150199998 45.66490399200006, -73.50658515399994 45.664633836000064, -73.50666368099996 45.66439891300007, -73.50695513199997 45.663587043000064, -73.50558817599995 45.66337690100005, -73.50581641299993 45.66268895700006, -73.50174631499993 45.66204806500008, -73.50152635899997 45.66271007900008))"
"2356","24661673","24","2466","2466023","V","2440","462","1","462","24462","B","4620200.00","0200.00","24660061","0.0125010447331","8.25612689562E-06","24661673","24661673","29760","27392","50475","2356","POLYGON ((-73.57914005399994 45.563264925000055, -73.57868125099998 45.56379596600004, -73.57816762199997 45.56436063600006, -73.57870052999994 45.564527310000074, -73.57947703699995 45.564770202000034, -73.58140826699997 45.565374217000056, -73.58152479299997 45.56541064800007, -73.58196515799995 45.565548464000074, -73.58246905999994 45.564976684000044, -73.58292308599994 45.56443821700003, -73.58345268899996 45.56383265300008, -73.57965064699994 45.562645313000075, -73.57914005399994 45.563264925000055))"
"2357","24661674","24","2466","2466023","V","2440","462","1","462","24462","B","4620200.00","0200.00","24660061","0.0109424051847","5.42324497967E-06","24661674","24661674","24128","23312","32384","2357","POLYGON ((-73.57768817999994 45.56493438900003, -73.57718788399995 45.565493324000045, -73.57759548499996 45.56562229700006, -73.57771173799995 45.565659021000045, -73.58043264499997 45.56649489600005, -73.58053736199997 45.56652758200005, -73.58098916499995 45.56666952000006, -73.58146766799996 45.56610667600006, -73.58196515799995 45.565548464000074, -73.58152479299997 45.56541064800007, -73.58140826699997 45.565374217000056, -73.57947703699995 45.564770202000034, -73.57870052999994 45.564527310000074, -73.57816762199997 45.56436063600006, -73.57768817999994 45.56493438900003))"
"2358","24661675","24","2466","2466023","V","2440","462","1","462","24462","B","4620200.00","0200.00","24660061","0.00945597367636","2.74201527856E-06","24661675","24661675","31040","28704","44416","2358","POLYGON ((-73.57669547899997 45.566059659000075, -73.57710675599998 45.566187865000074, -73.57721694699995 45.566222194000034, -73.57871980399995 45.56669083700007, -73.57992682999998 45.56706717800006, -73.58006007499995 45.56710866800006, -73.58047647199999 45.56723850000003, -73.58098916499995 45.56666952000006, -73.58053736199997 45.56652758200005, -73.58043264499997 45.56649489600005, -73.57771173799995 45.565659021000045, -73.57759548499996 45.56562229700006, -73.57718788399995 45.565493324000045, -73.57669547899997 45.566059659000075))"
"2359","24661676","24","2466","2466023","V","2440","462","1","462","24462","B","4620198.00","0198.00","24660061","0.00941446954001","2.66504951609E-06","24661676","24661676","24000","22912","34219","2359","POLYGON ((-73.57619906599996 45.56660252200004, -73.57648642299995 45.56669238600006, -73.57661574999997 45.566732725000065, -73.57672846199995 45.56676794800006, -73.57944824699996 45.56762522400004, -73.57956485099999 45.56765942800007, -73.57999593999995 45.567798151000034, -73.58047647199999 45.56723850000003, -73.58006007499995 45.56710866800006, -73.57992682999998 45.56706717800006, -73.57871980399995 45.56669083700007, -73.57721694699995 45.566222194000034, -73.57710675599998 45.566187865000074, -73.57669547899997 45.566059659000075, -73.57619906599996 45.56660252200004))"
"2360","24661677","24","2466","2466023","V","2440","462","1","462","24462","B","4620198.00","0198.00","24660061","0.00949925609575","2.79852659138E-06","24661677","24661677","25472","24704","43328","2360","POLYGON ((-73.57569109599996 45.56717548000006, -73.57612244499995 45.56731240400006, -73.57624589699998 45.56735160100004, -73.57893952999996 45.56820263800006, -73.57906155599994 45.56823683300007, -73.57950070199996 45.568373586000064, -73.57999593999995 45.567798151000034, -73.57956485099999 45.56765942800007, -73.57944824699996 45.56762522400004, -73.57672846199995 45.56676794800006, -73.57661574999997 45.566732725000065, -73.57648642299995 45.56669238600006, -73.57619906599996 45.56660252200004, -73.57611926099997 45.566692543000045, -73.57569109599996 45.56717548000006))"
"2361","24661678","24","2466","2466023","V","2440","462","1","462","24462","B","4620198.00","0198.00","24660061","0.0125630947904","7.22226738341E-06","24661678","24661678","33664","30048","49216","2361","POLYGON ((-73.57420928999994 45.56891735000005, -73.57428931699997 45.56900108000008, -73.57500915999998 45.56922560100003, -73.57707713999997 45.56987403100004, -73.57717101599997 45.56976212300003, -73.57764011699999 45.569229051000036, -73.57814587299998 45.56867625000007, -73.57858271299995 45.568806875000064, -73.57899948399995 45.568930581000075, -73.57950070199996 45.568373586000064, -73.57906155599994 45.56823683300007, -73.57893952999996 45.56820263800006, -73.57624589699998 45.56735160100004, -73.57612244499995 45.56731240400006, -73.57569109599996 45.56717548000006, -73.57520548299993 45.56775596400007, -73.57420928999994 45.56891735000005))"
"2362","24661679","24","2466","2466023","V","2440","462","1","462","24462","B","4620198.00","0198.00","24660061","0.0159223949964","9.19345344889E-06","24661679","24661679","46080","38016","99584","2362","POLYGON ((-73.57318528599995 45.57005988600008, -73.57364952299997 45.57020523600005, -73.57613058199996 45.57097725400007, -73.57698441399998 45.571240628000055, -73.57788159899997 45.571509959000025, -73.57836133099994 45.57094727600003, -73.57882092399996 45.570404163000035, -73.57890839499998 45.57030397400007, -73.57938200499996 45.569763272000046, -73.57986048699996 45.569209184000044, -73.57958577699998 45.56911657200004, -73.57899948399995 45.568930581000075, -73.57858271299995 45.568806875000064, -73.57814587299998 45.56867625000007, -73.57764011699999 45.569229051000036, -73.57717101599997 45.56976212300003, -73.57707713999997 45.56987403100004, -73.57500915999998 45.56922560100003, -73.57428931699997 45.56900108000008, -73.57420928999994 45.56891735000005, -73.57318528599995 45.57005988600008))"
"2363","24661680","24","2466","2466023","V","2440","462","1","462","24462","B","4620197.00","0197.00","24660054","0.0107783224063","5.19851655487E-06","24661680","24661680","28512","26816","45611","2363","POLYGON ((-73.57279825099994 45.57052199700007, -73.57227372099999 45.57114843100004, -73.57552599899998 45.57216317000007, -73.57558867099993 45.572182370000064, -73.57604156499997 45.572321041000066, -73.57658787399998 45.57170431800006, -73.57698441399998 45.571240628000055, -73.57613058199996 45.57097725400007, -73.57364952299997 45.57020523600005, -73.57318528599995 45.57005988600008, -73.57279825099994 45.57052199700007))"
"2364","24661681","24","2466","2466023","V","2440","462","1","462","24462","B","4620197.00","0197.00","24660054","0.011263011356","6.01966715891E-06","24661681","24661681","25664","24819","43904","2364","POLYGON ((-73.57194835199994 45.571496781000064, -73.57168472699993 45.57179748400006, -73.57115498499996 45.572391743000026, -73.57155182799994 45.572514513000044, -73.57438881599995 45.573392246000026, -73.57495508099998 45.57357964900007, -73.57533097899994 45.573148444000026, -73.57548184699993 45.572975376000045, -73.57604156499997 45.572321041000066, -73.57558867099993 45.572182370000064, -73.57552599899998 45.57216317000007, -73.57227372099999 45.57114843100004, -73.57194835199994 45.571496781000064))"
"2365","24661682","24","2466","2466023","V","2440","462","1","462","24462","B","4620197.00","0197.00","24660054","0.0146731073374","1.23203469061E-05","24661682","24661682","31456","27808","46976","2365","POLYGON ((-73.57063564999999 45.57299492900006, -73.57011104199995 45.57359371900003, -73.56958515799994 45.57419684200005, -73.56897612299997 45.574894605000054, -73.56945552199994 45.57505739000004, -73.57271961099997 45.576166914000055, -73.57339213099993 45.575373230000025, -73.57391897899998 45.574778956000046, -73.57443938899996 45.57417930300005, -73.57495508099998 45.57357964900007, -73.57438881599995 45.573392246000026, -73.57155182799994 45.572514513000044, -73.57115498499996 45.572391743000026, -73.57063564999999 45.57299492900006))"
"2366","24661683","24","2466","2466023","V","2440","462","1","462","24462","B","4620196.00","0196.00","24660054","0.0110464218571","5.70240617076E-06","24661683","24661683","31040","28384","42560","2366","POLYGON ((-73.56687626899998 45.57184095300005, -73.56634780699994 45.57243065400007, -73.56678692399998 45.57256638200005, -73.56961827199996 45.573441367000044, -73.56970162699997 45.573467195000035, -73.57011104199995 45.57359371900003, -73.57063564999999 45.57299492900006, -73.57115498499996 45.572391743000026, -73.57060225599997 45.57222271000006, -73.56785885699998 45.571383886000035, -73.56739577999997 45.57124228500004, -73.56687626899998 45.57184095300005))"
"2367","24661684","24","2466","2466023","V","2440","462","1","462","24462","B","4620196.00","0196.00","24660054","0.0111606560375","5.9981595585E-06","24661684","24661684","29408","27200","46720","2367","POLYGON ((-73.56583217599996 45.57303388300005, -73.56529479699998 45.573646015000065, -73.56857770699997 45.574759451000034, -73.56897612299997 45.574894605000054, -73.56958515799994 45.57419684200005, -73.57011104199995 45.57359371900003, -73.56970162699997 45.573467195000035, -73.56961827199996 45.573441367000044, -73.56678692399998 45.57256638200005, -73.56634780699994 45.57243065400007, -73.56583217599996 45.57303388300005))"
"2368","24661685","24","2466","2466023","V","2440","462","1","462","24462","B","4620196.00","0196.00","24660054","0.0113256973319","6.40605006454E-06","24661685","24661685","29888","27552","42144","2368","POLYGON ((-73.56472157399998 45.57432576000008, -73.56413728799998 45.57499261300006, -73.56780277299998 45.57624511000006, -73.56838886699995 45.57557438600003, -73.56897612299997 45.574894605000054, -73.56857770699997 45.574759451000034, -73.56529479699998 45.573646015000065, -73.56472157399998 45.57432576000008))"
"2369","24661686","24","2466","2466023","V","2440","462","1","462","24462","B","4620196.00","0196.00","24660054","0.0154142916714","1.22826154541E-05","24661686","24661686","31808","28608","46874","2369","POLYGON ((-73.56543706799994 45.570085145000064, -73.56505979399998 45.570503958000074, -73.56484309099994 45.57074684400004, -73.56452005499995 45.571107710000035, -73.56420193199995 45.57146101100005, -73.56398762699996 45.57170363100005, -73.56346321699993 45.57229244800004, -73.56333204999999 45.57244024700003, -73.56328438499997 45.572501041000066, -73.56323448399996 45.57256705000003, -73.56311810899996 45.57274669700007, -73.56307565899994 45.572820464000074, -73.56304391099997 45.57287785600005, -73.56299913999999 45.572978645000035, -73.56291158299996 45.573192738000046, -73.56288210999998 45.573272849000034, -73.56285399999996 45.57335802600005, -73.56279003899994 45.57361699900008, -73.56276248199998 45.57370300500003, -73.56271284899998 45.57394413700007, -73.56264703399995 45.57426106300005, -73.56258948399994 45.57444643900004, -73.56271037999994 45.574498704000064, -73.56413728799998 45.57499261300006, -73.56472157399998 45.57432576000008, -73.56529479699998 45.573646015000065, -73.56583217599996 45.57303388300005, -73.56634780699994 45.57243065400007, -73.56687626899998 45.57184095300005, -73.56739577999997 45.57124228500004, -73.56791910799996 45.57063907500003, -73.56734977899998 45.570462631000055, -73.56572949199995 45.56993554100006, -73.56561170599997 45.56989333100006, -73.56543706799994 45.570085145000064))"
"2370","24661687","24","2466","2466023","V","2440","462","1","462","24462","B","4620195.01","0195.01","24660052","0.0137409536076","7.30698394076E-06","24661687","24661687","34688","31680","55296","2370","POLYGON ((-73.56252970999998 45.574572197000066, -73.56223054199995 45.57504699300006, -73.56186868899994 45.575626758000055, -73.56197854799996 45.57566531500004, -73.56334406099995 45.57612055200008, -73.56530213399998 45.57679411200007, -73.56619688299998 45.57710970900007, -73.56703380999994 45.577393888000074, -73.56743298799995 45.57682432200005, -73.56780277299998 45.57624511000006, -73.56413728799998 45.57499261300006, -73.56271037999994 45.574498704000064, -73.56258948399994 45.57444643900004, -73.56252970999998 45.574572197000066))"
"2371","24661688","24","2466","2466023","V","2440","462","1","462","24462","B","4620195.01","0195.01","24660052","0.0197334224781","1.4745128207E-05","24661688","24661688","38912","34944","68301","2371","POLYGON ((-73.55996579999999 45.578543668000066, -73.55992540899996 45.57860378400005, -73.55989318599995 45.578652016000035, -73.56001779499996 45.57869237300008, -73.56159671299997 45.579213709000044, -73.56521707499996 45.58043317100004, -73.56524655599998 45.58038286100003, -73.56528715299999 45.580313671000056, -73.56593623199996 45.57919121800006, -73.56498354399997 45.57885533800004, -73.56475289299993 45.57921149200007, -73.56477956999998 45.579291571000056, -73.56469957699994 45.579397277000055, -73.56373016999999 45.579077408000046, -73.56385292299996 45.57889738700004, -73.56395526599994 45.57873981100005, -73.56431985199998 45.578213177000066, -73.56443622299997 45.57804668000006, -73.56480859299995 45.57751556200003, -73.56491850099997 45.57736251800003, -73.56530213399998 45.57679411200007, -73.56334406099995 45.57612055200008, -73.56197854799996 45.57566531500004, -73.56186868899994 45.575626758000055, -73.56169180799998 45.57590065200003, -73.56130416799994 45.57649978900008, -73.56097343099998 45.57701675000004, -73.56066965799994 45.57747846800004, -73.56047991399998 45.57776142200004, -73.56006432399994 45.57838662100005, -73.55996579999999 45.578543668000066))"
"2372","24661689","24","2466","2466023","V","2440","462","1","462","24462","B","4620195.01","0195.01","24660052","0.00938312320018","4.47485962645E-06","24661689","24661689","36608","32256","57131","2372","POLYGON ((-73.56395526599994 45.57873981100005, -73.56385292299996 45.57889738700004, -73.56373016999999 45.579077408000046, -73.56469957699994 45.579397277000055, -73.56477956999998 45.579291571000056, -73.56475289299993 45.57921149200007, -73.56498354399997 45.57885533800004, -73.56593623199996 45.57919121800006, -73.56603577299995 45.57902822300008, -73.56703380999994 45.577393888000074, -73.56619688299998 45.57710970900007, -73.56530213399998 45.57679411200007, -73.56491850099997 45.57736251800003, -73.56480859299995 45.57751556200003, -73.56443622299997 45.57804668000006, -73.56431985199998 45.578213177000066, -73.56395526599994 45.57873981100005))"
"2373","24661690","24","2466","2466023","V","2440","462","1","462","24462","B","4620195.01","0195.01","24660052","0.0149625706319","1.3458707775E-05","24661690","24661690","35840","31808","57472","2373","POLYGON ((-73.56743298799995 45.57682432200005, -73.56703380999994 45.577393888000074, -73.56603577299995 45.57902822300008, -73.56593623199996 45.57919121800006, -73.56823270799998 45.57998621300004, -73.56975594099998 45.58051345900003, -73.57003479299993 45.579945112000075, -73.57035543799998 45.57940043100007, -73.57042703499997 45.57926764000007, -73.57077084499997 45.578663756000026, -73.57114948999998 45.57809664900003, -73.57153966699997 45.57753117400006, -73.56839267999999 45.57645075700003, -73.56780277299998 45.57624511000006, -73.56743298799995 45.57682432200005))"
"2374","24663054","24","2466","2466023","V","2440","462","1","462","24462","B","4620550.03","0550.03","24660199","0.0769317511332","4.90923141504E-05","24663054","24663054","33408","29440","86272","2374","POLYGON ((-73.85846523599997 45.51061630000004, -73.85816210999997 45.510786100000075, -73.85813135599994 45.51080357500007, -73.85744467799998 45.51116161900006, -73.85741097199997 45.511183053000025, -73.85739464199997 45.51120039300008, -73.85739377099998 45.511229151000066, -73.85711899399996 45.51134157400003, -73.85653971299996 45.51178056600003, -73.85658712199995 45.51183798200003, -73.85660901699998 45.51187754400007, -73.85665186399996 45.51194861400006, -73.85671622899997 45.51206605400006, -73.85677000299995 45.51219013700006, -73.85683997399997 45.512447603000055, -73.85688180799997 45.512538618000065, -73.85691983899994 45.512601475000054, -73.85696377299996 45.51265351200004, -73.85701355699996 45.51269975500003, -73.85705208199994 45.512726153000074, -73.85708509999995 45.51274010800006, -73.85710990399997 45.51274834800006, -73.85715239699994 45.512758992000045, -73.85719601599999 45.51276709700005, -73.85724906499996 45.51277109100005, -73.85730439399998 45.51277093500005, -73.85736918499998 45.51276495900004, -73.85743863499994 45.51275062500008, -73.85750441699997 45.512732190000065, -73.85758785899998 45.51269882400004, -73.85771227599997 45.51263625200005, -73.85789063699997 45.51253298700004, -73.85808168999995 45.512431236000054, -73.85844064199995 45.512217855000074, -73.85920899599995 45.51178220600008, -73.85923765899997 45.51176525300008, -73.85954976199997 45.51160295500006, -73.85974353099994 45.51151093800007, -73.85953468499997 45.51092727100007, -73.86022879899997 45.51070061900003, -73.86085484099993 45.510297715000036, -73.86147595999995 45.51007008200003, -73.86191831199994 45.50996333000006, -73.86198009699996 45.50985252100003, -73.86123110199998 45.50913391600005, -73.86139690299996 45.508749382000076, -73.86116375899996 45.50855667600007, -73.86069477099994 45.50814425400006, -73.86046034899994 45.50794250100006, -73.86031503999999 45.507842985000025, -73.86017349099995 45.50776185800004, -73.85987913699995 45.50759616700003, -73.85995057099996 45.50749350600006, -73.86008563999997 45.50730223200003, -73.86017326799998 45.50717838000003, -73.86030717899996 45.50698536500005, -73.86041250499994 45.50682952400007, -73.86052751199998 45.506669413000054, -73.86084440699995 45.50621371200003, -73.86090535699998 45.50611988000003, -73.86097009199995 45.50602025500007, -73.86100763699994 45.505955795000034, -73.86104402799998 45.50588795900006, -73.86114953599997 45.50565368600007, -73.86117814299996 45.50558090800007, -73.86119498699998 45.50553320900008, -73.86123835499995 45.50533842600004, -73.86127671499997 45.505082480000056, -73.86129688099999 45.50495946900003, -73.86136925799997 45.50444592500003, -73.86142036099994 45.504276780000055, -73.86145469399997 45.50418381000003, -73.86149434099997 45.504109097000025, -73.86154227199995 45.504044915000065, -73.86159941499994 45.50396462900005, -73.86172311799999 45.50385483100007, -73.86185664299995 45.503765902000055, -73.86213542399997 45.503648998000074, -73.86302206899995 45.503327641000055, -73.86308617399999 45.50330161000005, -73.86312202799996 45.503286840000044, -73.86319488899994 45.50325814200005, -73.86332266299996 45.503189269000075, -73.86341234099996 45.50313024900004, -73.86349077099999 45.503070036000054, -73.86354381099994 45.50300782200003, -73.86359639899996 45.50293681200003, -73.86362221499996 45.50289851900004, -73.86365199499994 45.502849009000045, -73.86367372999996 45.50279664000004, -73.86369935499994 45.502708932000075, -73.86374406499993 45.50246634400003, -73.86377201999994 45.50227650900007, -73.86372572499994 45.50179317100003, -73.86370471199996 45.501640113000065, -73.86368070299994 45.50142211200006, -73.86365975899997 45.50122209300008, -73.86364473699996 45.501074138000035, -73.86363974299996 45.500979114000074, -73.86364570899997 45.50091009500005, -73.86365073599995 45.500835187000064, -73.86371570699998 45.50062214500008, -73.86383977899999 45.50034011200006, -73.86386873499998 45.50025912600006, -73.86388767799997 45.50016417100005, -73.86389677999995 45.50008711700008, -73.86389369899996 45.499868122000066, -73.86385867699994 45.499761180000064, -73.86378827899995 45.499627142000065, -73.86356996899997 45.49939042200003, -73.86318162699996 45.49902534300003, -73.86308077699994 45.49892748700006, -73.86303024499995 45.498868936000065, -73.86298478499998 45.49881308500005, -73.86294316199997 45.49875593400003, -73.86289344199997 45.49867447100007, -73.86279652399998 45.49847534500003, -73.86279258399998 45.49841495700008, -73.86278158899995 45.49835249200004, -73.86279086699994 45.498177172000055, -73.86280200399995 45.49805321700006, -73.86284287599995 45.497918938000055, -73.86288294799994 45.49777489500008, -73.86291869199994 45.49769609100008, -73.86299678899996 45.49743045400004, -73.86305821199994 45.497190895000074, -73.86310665999997 45.49708536000003, -73.86321471699995 45.496937711000044, -73.86335473399998 45.49677526200003, -73.86365009499997 45.49634174600004, -73.86388267699994 45.49610328000006, -73.86432950999995 45.49570583900004, -73.86474688899995 45.49534006300007, -73.86518794299997 45.49493542700003, -73.86529593499995 45.49482653700005, -73.86544539899995 45.49468501100006, -73.86553584999996 45.494597774000056, -73.86569785899997 45.494440326000074, -73.86590118399994 45.494273287000055, -73.86638759699997 45.49391189800008, -73.86670446399995 45.49367439800005, -73.86703840099995 45.493431791000035, -73.86714762099996 45.493351294000036, -73.86743648299995 45.49314296000006, -73.86775403999997 45.49293841000008, -73.86803891199997 45.49276030100003, -73.86849667799999 45.492478822000066, -73.86901039399999 45.49216130900004, -73.86937213299996 45.491942821000066, -73.86988347299996 45.491614060000074, -73.87015327399996 45.491440252000075, -73.87057983199998 45.49117686300008, -73.87118865299993 45.490800911000065, -73.87154341499996 45.49057284400004, -73.87114261799996 45.49027135700004, -73.86885540999998 45.488270241000066, -73.86877134599996 45.48819824200007, -73.86865689799998 45.48824377900007, -73.86854357299995 45.48834149900006, -73.86850554599994 45.48848392000008, -73.86838445899997 45.48861302100005, -73.86830674899994 45.48872535700008, -73.86806451899997 45.488895616000036, -73.86798294499994 45.48896686300003, -73.86766018899993 45.489054717000045, -73.86748392899995 45.489216498000076, -73.86738642799997 45.48951528600003, -73.86728386099998 45.48975077000006, -73.86703250199997 45.48984222800004, -73.86688104999996 45.48999442000007, -73.86634577799998 45.490328342000055, -73.86607149099996 45.49060466100008, -73.86581359699994 45.49070111200007, -73.86540485499995 45.49066105000003, -73.86523817099999 45.49067738300005, -73.86492784899997 45.49083632300005, -73.86458019699995 45.49094089000005, -73.86433436099998 45.49107345800007, -73.86426967099999 45.491108833000055, -73.86416479199994 45.49123378500008, -73.86396506199998 45.491618852000045, -73.86387333799996 45.491725949000056, -73.86381925099994 45.49186944100006, -73.86366244699997 45.49202990100008, -73.86362081999994 45.49219150300007, -73.86363251899996 45.49224564300005, -73.86367036499996 45.49227300800004, -73.86396267299995 45.492374949000066, -73.86416378499996 45.492556955000055, -73.86420071599997 45.49262933800003, -73.86425365299993 45.49317892500005, -73.86424819099994 45.49345075900004, -73.86424587699997 45.49356591500003, -73.86420641599994 45.49361953400006, -73.86394869999998 45.49370697400008, -73.86368916999999 45.49388440400003, -73.86347609999996 45.49429634200004, -73.86343245699999 45.49455694100004, -73.86324713599998 45.494861144000026, -73.86271345899996 45.495305882000025, -73.86262172499994 45.49541297900004, -73.86246652099999 45.49549245500003, -73.86196386499995 45.49566746700003, -73.86177117499994 45.49570155600003, -73.86160300799997 45.49578987900003, -73.86149774499995 45.49593284900004, -73.86124517899998 45.49639840400005, -73.86115379399996 45.49648750600005, -73.86099189699996 45.496899950000056, -73.86099288099996 45.49748503200004, -73.86105234999997 45.49771065700003, -73.86111486799996 45.497783292000065, -73.86129203399997 45.49788405000004, -73.86137997499998 45.49796594900005, -73.86146574399999 45.498155833000055, -73.86162792399995 45.49836446100005, -73.86219942499997 45.49858618400003, -73.86271738699998 45.49892439800004, -73.86288102599997 45.49906105200006, -73.86308125699998 45.49928806200006, -73.86316632699999 45.49951393500004, -73.86327104799994 45.500094758000046, -73.86328662699998 45.50053227400008, -73.86335668199996 45.50086601400005, -73.86339049699995 45.50173046300006, -73.86349000599995 45.50187546800004, -73.86353956099998 45.50195697700008, -73.86352818199998 45.50223604900003, -73.86351424599997 45.50257780700008, -73.86340771199997 45.50278377500007, -73.86317355299997 45.50297047300006, -73.86271982799997 45.50325398100006, -73.86228178499994 45.50339364800004, -73.86045540599997 45.503825498000026, -73.86005211699995 45.50414550900007, -73.85986551199994 45.50451269300004, -73.85977336199994 45.50463778000005, -73.85971707899995 45.50488924300004, -73.85969882999996 45.50515911600007, -73.85978978299994 45.50572709800008, -73.85978214099998 45.506105071000036, -73.85978058699999 45.50681613900008, -73.85974826299997 45.50714886700007, -73.85960132099996 45.507453429000066, -73.85946639699995 45.50779413300006, -73.85926914099997 45.508053191000045, -73.85917554899999 45.50825028600008, -73.85871939999998 45.50865078600003, -73.85830400299994 45.50893464600006, -73.85781255499995 45.50918179300004, -73.85735781899996 45.509510281000075, -73.85699902599998 45.50972962000003, -73.85699903999995 45.509729622000066, -73.85815073399993 45.50995192900007, -73.85812057799996 45.509857897000074, -73.85810836999997 45.50978159500005, -73.85810451099996 45.509709507000025, -73.85811318799995 45.509628246000034, -73.85813612599998 45.50955277700007, -73.85815901999996 45.509487929000045, -73.85818317699994 45.50944024800003, -73.85822826399993 45.50937535000003, -73.85826981599996 45.50932434300006, -73.85831532399999 45.50927438200006, -73.85835450099995 45.50923636700003, -73.85841241299994 45.509182904000056, -73.85849441499994 45.50910938800007, -73.85858349099993 45.509033284000054, -73.85895579099997 45.50930020200008, -73.85977089699998 45.51002779300006, -73.85917976699994 45.51035273700006, -73.85890751999995 45.51050830600008, -73.85870987399994 45.51061767500005, -73.85860881999997 45.51053712800007, -73.85846523599997 45.51061630000004))"
