,ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,long,lat
168,170,Le Sud-Ouest,des Cordonniers,,rue Bourget/rue Notre-Dame Ouest,,,,orthophotographies,298510.77,5037690.03,-73.58044639002141,45.4791076096942
169,171,Le Sud-Ouest,Gadbois,,rue des Utilités publiques/chemin de la Côte-Saint-Paul,,,,orthophotographies,297337.54,5036387.78,-73.5954335341273,45.4673778042842
170,172,Le Sud-Ouest,Jacques-Viger,,rue Saint-Philippe/rue Sainte-Philomène,,,,orthophotographies,298241.88,5037275.56,-73.58388026102979,45.4753755433897
171,173,Le Sud-Ouest,Jessie-Maxwell-Smith,,rue Saint-Antoine Ouest/place Richmond,,,,orthophotographies,299085.95,5039089.86,-73.573105482213,45.4917088555216
172,174,Le Sud-Ouest,Polyvalente Saint-Henri,,rue du Couvent/rue Saint-Antoine Ouest,,,,orthophotographies,298015.87,5037675.18,-73.58677651057779,45.478969349022506
173,175,Le Sud-Ouest,Sainte-Cunégonde,,rue Notre-Dame Ouest/rue Charlevoix,,,,orthophotographies,298826.61,5038050.03,-73.5764108203221,45.482349828124896
174,176,Le Sud-Ouest,Vinet,,rue Charlevoix/rue Workman,,,,orthophotographies,298840.41,5038126.97,-73.57623522644559,45.4830422871593
175,177,Le Sud-Ouest,Square Sainte-Élizabeth,,rue du square Sainte-Élizabeth/rue De Courcelle,,,,orthophotographies,297537.73,5037223.59,-73.59288576459309,45.4749009247713
176,178,Le Sud-Ouest,Place Roland-Proulx,,rue du Square-Sir-Georges-Étienne-Cartier/rue Saint-Ambroise,,,,orthophotographies,298200.12,5036946.93,-73.5844099682367,45.472417983849496
177,179,Le Sud-Ouest,Herb-Trawick,,rue Notre-DAme Ouest/rue Saint-Martin,,,,orthophotographies,299388.86,5038766.74,-73.5692264965382,45.48880369279821
178,180,Le Sud-Ouest,Carré d'Hibernia,,rue Grand Trunk/rue Laprairie,,,,orthophotographies,299776.76,5037679.41,-73.5642528439406,45.47902230252
179,181,Le Sud-Ouest,D'Argenson,baseball,rue du Centre/ave Atwater,,,,orthophotographies,299163.94,5037395.82,-73.5720882355495,45.47646575023129
180,182,Le Sud-Ouest,Le Ber,,ave Ash/rue Le Ber,,,,orthophotographies,300514.32,5037536.68,-73.55481738800309,45.477742868663704
181,183,Le Sud-Ouest,Le Ber,,ave Ash/rue Le Ber,,,,orthophotographies,300637.65,5037581.14,-73.55324027286309,45.478143686596404
182,184,Le Sud-Ouest,Atwater / Saint-Charles,,rue Saint-Charles/rue Thomas-Keefer,,,,orthophotographies,299058.53,5037507.25,-73.5734377874211,45.4774675902691
183,185,Le Sud-Ouest,Saint-Gabriel,,rue Charlevoix/rue Grand Trunk,,,,orthophotographies,299541.86,5037533.45,-73.5672559124382,45.47770715725161
184,186,Le Sud-Ouest,Campbell-Ouest ou parc Oscar-Peterson,,rue Quesnel/rue Chatham,,,,orthophotographies,299001.59,5038785.97,-73.57418119232,45.488973622905
185,187,Le Sud-Ouest,Clifford,,boul. de la Vérendrye/rue Raudot,,,,orthophotographies,297838.03,5034438.05,-73.5890054278174,45.44983834707371
186,188,Le Sud-Ouest,des Métallos,,rue Jacques-Hertel/rue Mazzarin,,,,orthophotographies,296843.51,5035393.38,-73.60173532296021,45.45842426311629
187,189,Le Sud-Ouest,Garneau,,boul. Monk/rue du Parc-Garneau,,,,orthophotographies,297383.74,5035089.32,-73.594823118893,45.4556941253771
188,190,Le Sud-Ouest,Springland,,rue Springland/boul. De La Vérendrye,,,,orthophotographies,298285.06,5034917.61,-73.58329672330191,45.4541579786506
189,191,LaSalle,Albert-Perras,,rue Perras/rue Jean-Chevalier,,,,orthophotographies,296051.29,5032771.09,-73.61181836197021,45.4348181093229
190,192,LaSalle,Boivin,,rue de Cabano/rue de Percé,,,,orthophotographies,294369.41,5031013.62,-73.6332774068654,45.4189804032321
191,193,LaSalle,Chevalier-De Lasalle,tennis,80e avenue/rue de Matane,,,,orthophotographies,293995.44,5031003.72,-73.6380555972055,45.4188856422998
192,194,LaSalle,Chevalier-De Lasalle,soccer,,,,localisation approx.,localisation approx.,293759.41,5031011.19,-73.641071636068,45.41894917645929
193,195,LaSalle,Centre sportif Dollard St-Laurent,jeux d'eau,,,,localisation approx.,localisation approx.,294740.34,5031299.95,-73.6285436881101,45.4215623865836
194,196,LaSalle,Christophe-Colomb,jeux,rue David-Boyer/rue Réjane,,,,orthophotographies,294845.57,5032265.77,-73.6272185684087,45.430254852199894
195,197,LaSalle,Dalmany,jeux,rue Dalmany/avenue Stirling,,,,orthophotographies,292363.69,5032181.78,-73.6589350007125,45.42945933671349
196,198,LaSalle,Hayward,jeux,rue Hayward,,,localisation approx.,localisation approx.,293147.81,5031448.4,-73.6488966975097,45.422873504844205
197,199,LaSalle,Hébert,jeux,rue Beyries/66e avenue,,,localisation approx. / accès par la ruelle ?,localisation approx.,294883.01,5031086.94,-73.626716348459,45.41964764490721
198,200,LaSalle,J.-D.-Ducharme,,rue rancourt/rue Daoust,,,,orthophotographies,295055.28,5031972.51,-73.6245326578798,45.42761889793571
199,201,LaSalle,Leduc,,rue Béique/rue Paquette,,,localisation approx.,localisation approx.,294421.61,5032020.41,-73.63263163247721,45.42804081150929
200,202,LaSalle,Jeannotte,jeux,rue Clément/rue Trudeau,,,,orthophotographies,293853.21,5032476.16,-73.6399056652547,45.4321332210644
201,203,LaSalle,Lacharité,softball,ave Latour/boul LaSalle,,,,orthophotographies,295140.7,5030701.39,-73.6234161119837,45.4161818615722
202,204,LaSalle,Lasalle-Nord,jeux,rue Chouinard/rue Lapierre,,,,orthophotographies,295603.69,5033082.97,-73.6175450084565,45.437618823293505
203,205,LaSalle,Lawrence,jeux,66e ave/rue Beyries,,,,orthophotographies,294899.52,5030912.86,-73.6265018911661,45.4180814126424
204,206,LaSalle,Lefebvre,jeux,rue Cordner/rue Hardy,,,,orthophotographies,294262.68,5033103.59,-73.634685870491,45.4377854480139
205,207,LaSalle,Leroux,soccer,rue Centrale/ave Alepin,,,,orthophotographies,297340.53,5032701.78,-73.5953393982553,45.434209363595706
206,208,LaSalle,Leroux,jeux,rue Centrale/ave Alepin,,,,orthophotographies,297246.34,5032737.3,-73.59654378282141,45.434527980104
207,209,LaSalle,Louis-Marie-Gagnon,jeux,rue des Oblats/rue Airlie,,,,orthophotographies,292688.44,5031803.23,-73.65477542868759,45.426058647660895
208,210,LaSalle,G.-Melatti,jeux,rue Melatti,,,,orthophotographies,296284.6,5032523.35,-73.6088321180635,45.4325916952546
209,211,LaSalle,Mohawk,,rue Dalmany/ave Highlands,,,,orthophotographies,292537.14,5032192.91,-73.6567186097983,45.4295625529705
210,212,LaSalle,Ouellette,baseball,rue Giguère,,,,orthophotographies,295242.48,5032626.29,-73.6221530305268,45.4335045364018
211,213,LaSalle,Ouellette,Piscine,rue Robert/rue Charbonneau,,,accès restreint,orthophotographies,295323.19,5032569.29,-73.621120394966,45.4329927192033
212,214,LaSalle,Paul-Séguin,jeux,rue Raymond/30e ave,,,,orthophotographies,295938.88,5031631.39,-73.6132345770209,45.424561070664794
213,215,LaSalle,Raymond,soccer,boul. Bishop-Power/rue Centrale,,,,orthophotographies,296801.27,5031975.82,-73.602219870511,45.427670830128
214,216,LaSalle,Riverside,jeux,35e ave/ave Vachon,,,,orthophotographies,295964.66,5031092.18,-73.6128954691008,45.4197092936004
215,217,LaSalle,Riverside,mini-soccer,35e ave/ave Vachon,,,,orthophotographies,295882.97,5031186.57,-73.613940987062,45.4205576296981
216,218,Outremont,Beaubien,jeux,ave Stuart/ave Saint-Viateur,,,,orthophotographies,296382.72,5041768.37,-73.6077364834767,45.515783825867096
217,219,Outremont,Beaubien,étang,ave Stuart/ave Saint-Viateur,,,,orthophotographies,296282.46,5041763.3,-73.6090196650693,45.5157369865025
218,220,Outremont,parc canin,,ave McEachran/ave du Manoir,,,,orthophotographies,295365.47,5042234.2,-73.62076565416791,45.519962522513104
219,221,Outremont,F.-X.-Garneau,,place Elmwood/ave Outremont,,,,orthophotographies,296598.14,5041853.27,-73.6049806530182,45.516550356738904
220,222,Outremont,John-F. Kennedy,Piscine,ave Ducharme/ave Wiseman,,,accès restreint,orthophotographies,295715.0,5042412.3,-73.61629484523209,45.52156977702229
221,223,Outremont,Joyce,jeux,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295789.34,5041713.79,-73.6153303978899,45.5152852780852
222,224,Outremont,Joyce,chalet,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295849.54,5041675.17,-73.61455917475008,45.514938535470705
223,225,Outremont,Joyce,tennis,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295828.78,5041698.01,-73.6148253046165,45.5151437919886
224,226,Outremont,d'Oakwood,tennis,ave Roskilde/ave Springgrove,,,,orthophotographies,296934.68,5041487.19,-73.6006672038924,45.5132601008522
225,227,Outremont,Pratt,étang,ave Van Horne/ave Dunlop,,,,orthophotographies,295454.06,5041656.92,-73.6196206633243,45.514769126329405
226,228,Outremont,Raoul-Dandurand,,ave Van Horne/boul Dollard,,,Parc Stanislas (dans BD ville),orthophotographies,295728.64,5042090.95,-73.61611429535,45.5186783237126
227,229,Outremont,Saint-Viateur,jeux,ave Querbes/ave Bernard,,,,orthophotographies,296509.47,5042301.73,-73.60612317853129,45.520584726162504
228,230,Outremont,Saint-Viateur,tennis #3,ave Querbes/ave Bernard,,,accès restreint,orthophotographies,296492.98,5042332.05,-73.60633477283871,45.5208573609582
229,231,Outremont,Saint-Viateur,tennis #4,ave Querbes/ave Bernard,,,accès restreint,orthophotographies,296475.12,5042343.39,-73.6065635836433,45.5209591896189
230,232,Outremont,CCI,,ave McEachran/ave du Manoir,,,Centre Communautaire Intergénérationnel,orthophotographies,295418.66,5042238.63,-73.62008488778409,45.5200031031151
231,233,Plateau-Mont-Royal,des Açores (ou Hôtel-de-Ville),jeux,ave de l'Hôtel-de-Ville/rue Rachel Est,,,,,298592.36,5042162.19,-73.579459345197,45.5193507480139
232,234,Plateau-Mont-Royal,Albert-Saint-Martin,jeux,rue Berri/rue De Bienville,,,,,298296.79,5042867.68,-73.58325207370979,45.5256963277821
233,235,Plateau-Mont-Royal,Alphonse-Télésphore-Lépine,,ave De Gaspé/ave Fairmount Est,,,,,297556.33,5042893.51,-73.5927315825684,45.5259214543915
234,236,Plateau-Mont-Royal,des Amériques,,boul Saint-Laurent/rue Rachel Est,,,,,298407.4,5042041.99,-73.5818253093539,45.5182674694248
235,237,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,localisation approx.,299636.36,5044081.49,-73.5661161238705,45.5366298617974
236,238,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,localisation approx.,299513.4,5044132.92,-73.5676910787635,45.537091725912106
237,239,Plateau-Mont-Royal,De Bullion,,rue De Bullion/rue Prince-Arthur Est,,,,orthophotographies,299176.16,5041778.11,-73.5719821586527,45.5158995961116
238,240,Plateau-Mont-Royal,des Compagnons-de-Saint-Laurent,,ave du Mont-Royal Est/rue Cartier,,,,orthophotographies,299088.8,5043765.81,-73.5731234880642,45.5337849827221
239,241,Plateau-Mont-Royal,Devonshire,,rue Sewell/ave des Pins Ouest,,,,orthophotographies,298845.98,5041644.63,-73.5762066620594,45.5146957480695
240,242,Plateau-Mont-Royal,Drolet / Rachel,,rue Drolet/rue Rachel Est,,,,orthophotographies,298550.93,5042425.63,-73.579993018156,45.5217209147616
241,243,Plateau-Mont-Royal,Gilles-Lefebvre,jeux d'eau,ave Henri-Julien/ave du Mont-Royal Est,,,,orthophotographies,298215.56,5042605.74,-73.5842884338338,45.5233385278252
242,244,Plateau-Mont-Royal,Jean-Jacques-Olier,,rue Drolet/ave Duluth Est,,,,orthophotographies,298901.35,5042199.65,-73.575504650277,45.5196905106462
243,245,Plateau-Mont-Royal,de la Bolduc,,rue Rachel Est/rue Rivard,,,,orthophotographies,298753.36,5042497.68,-73.57740264614759,45.522371034080706
244,246,Plateau-Mont-Royal,Lahaie,,ave Laurier Est/rue saint-Dominique,,,,orthophotographies,297618.64,5042600.23,-73.5919296087411,45.5232830529216
245,247,Plateau-Mont-Royal,Laval,,ave Laval/rue du Square-Saint-Louis,,,,orthophotographies,299176.24,5041892.17,-73.5719824432553,45.5169259544878
246,248,Plateau-Mont-Royal,Lhasa-de-Sela (Clark),,rue Clark/rue Saint-Urbain,,,,orthophotographies,296614.15,5043055.9,-73.60479582039692,45.5273722729354
247,249,Plateau-Mont-Royal,Louis-Reitman,,rue saint-Dominique/rue Roy Est,,,,orthophotographies,298867.17,5041789.34,-73.5759371986965,45.5159980875607
248,250,Plateau-Mont-Royal,du Portugal,,boul Saint-Laurent/rue Marie-Anne Est,,,,orthophotographies,298268.08,5042151.33,-73.5836100612599,45.519250062716
249,260,Plateau-Mont-Royal,Saint-Pierre-Claver,,rue Fullum/rue Gilford,,,,orthophotographies,299043.35,5044416.59,-73.5737130584537,45.5396405676612
250,261,Plateau-Mont-Royal,Thérèse-Daviau (Roy/Rivard),,rue Roy Est/rue Rivard,,,,orthophotographies,299166.31,5042247.58,-73.572113629292,45.52012399518021
251,262,Plateau-Mont-Royal,University Settlement,,rue Clark/rue Milton,,,,orthophotographies,299194.68,5041412.88,-73.57174093679009,45.51261325761539
252,263,Plateau-Mont-Royal,Palomino Brin D'Amour (Villeneuve),,ave Henri-Julien/rue Gilford,,,,orthophotographies,298098.68,5042684.6,-73.5857857095901,45.52404702687039
253,264,Rivière-des-Prairies–Pointe-aux-Trembles,Centre récréatif RDP,tennis,ave Fernand-Gauthier/boul Maurice-Duplessis,,,accès restreint,orthophotographies,297413.61,5054079.38,-73.59472772836621,45.6265737945856
254,265,Rivière-des-Prairies–Pointe-aux-Trembles,École Bosco-Ville,privé,10950 boul Perras,,,localisation approx. accès restreint/terrain privé,localisation approx.,301385.43,5058447.59,-73.5438212615417,45.665910706858995
255,266,Rivière-des-Prairies–Pointe-aux-Trembles,Jean-Jacques-Rousseau,Jardins communautaires,rue La Galissionnière/rue des Philosophes,,,Jardin commun. Les Arpents Verts/accès restreint,orthophotographies,300911.49,5057959.4,-73.5498997179818,45.6615153940499
256,267,Rivière-des-Prairies–Pointe-aux-Trembles,Jardin commun. Les Deux Sapins,Jardins communautaires,89e ave/boul Perras,,,accès restreint,orthophotographies,301723.08,5059203.33,-73.5394927761062,45.6727125600457
257,268,Rivière-des-Prairies–Pointe-aux-Trembles,Albéric-Bourgeois,,ave André-Ampère/25e ave,,,,orthophotographies,297802.1,5055260.25,-73.5897624542843,45.637203539682
258,269,Rivière-des-Prairies–Pointe-aux-Trembles,André-Corbeil-Dit_Tranchemontagne,,boul Gouin Est/26e ave,,,,orthophotographies,297225.01,5056013.88,-73.5971765318649,45.6439787969703
259,270,Rivière-des-Prairies–Pointe-aux-Trembles,Armand-Bombardier,,ave Charles-Renard/ave Octave-Pelletier,,,,orthophotographies,297309.95,5055651.44,-73.5960812971405,45.6407184120555
260,271,Rivière-des-Prairies–Pointe-aux-Trembles,Cécile-Bérubé,,ave Élie-Beauregard/rue Joseph De Montenon,,,,orthophotographies,297143.71,5054944.64,-73.5982026870833,45.63435666792579
261,272,Rivière-des-Prairies–Pointe-aux-Trembles,Claudine-Vallerand,,27e ave/rue Pierre-Magnet,,,,orthophotographies,298253.28,5054644.92,-73.5839668805398,45.6316710700366
262,273,Rivière-des-Prairies–Pointe-aux-Trembles,Conrad-Poirier,,boul Perras/ave Salomon-Marion,,,localisation approx.,localisation approx.,297231.15,5055224.3,-73.5970854930095,45.636874065219004
263,274,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,,orthophotographies,297565.11,5054219.44,-73.5927868785874,45.627835680079606
264,275,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,boul Maurice-Duplessis/15e ave,,,,orthophotographies,297506.39,5054233.17,-73.5935401623173,45.6279586115232
265,276,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,localisation approx.,297554.91,5054207.24,-73.59291751121191,45.6277257954617
266,277,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,localisation approx.,297563.49,5054164.45,-73.5928068383731,45.62734085100921
267,278,Rivière-des-Prairies–Pointe-aux-Trembles,Alexis-Carrel (Don Bosco),,boul Perras/ave Alfred-Nobel,,,,orthophotographies,297888.96,5056066.52,-73.58865973950371,45.6444593895548
268,279,Rivière-des-Prairies–Pointe-aux-Trembles,du Moulin-du-Rapide,,rue de Clichy/58e ave,,,,orthophotographies,299185.11,5057811.58,-73.5720519518042,45.6601734597883
269,280,Rivière-des-Prairies–Pointe-aux-Trembles,Edmondo-Chiodini,,4e rue/60e ave,,,,orthophotographies,299711.48,5057336.56,-73.5652924509159,45.65590320495279
270,281,Rivière-des-Prairies–Pointe-aux-Trembles,Ernest-Rouleau,,boul Gouin Est/ave Ozias-Leduc,,,,orthophotographies,295743.68,5054620.9,-73.6161539886417,45.631426741294
271,282,Rivière-des-Prairies–Pointe-aux-Trembles,Ferdinand-Biondi,,ave Auguste-Picard/ave Éli-Beauregard,,,,orthophotographies,297376.08,5054454.98,-73.595214758102,45.6299531257986
272,283,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Picard,,boul Rodolphe-Forget/ave Louis-Dessaules,,,,orthophotographies,298898.67,5056333.32,-73.57570970728959,45.6468694265539
273,284,Rivière-des-Prairies–Pointe-aux-Trembles,Gerry-Roufs,,boul Gouin Est/ave Pierre-Baillargeon,,,,orthophotographies,298030.1,5056778.13,-73.58685899317909,45.6508639831311
274,285,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Cardinal,,rue Jacques-Rousseau (tourne-bride),,,,orthophotographies,296564.81,5055062.02,-73.60562986577258,45.635406253436095
275,286,Rivière-des-Prairies–Pointe-aux-Trembles,Pasquale-Gatusso,,Place Gilles-Trottier,,,,orthophotographies,298879.52,5055142.91,-73.57594091489209,45.63615771233211
276,287,Rivière-des-Prairies–Pointe-aux-Trembles,Renée-Vautelet,,ave Pierre-Baillargeon/rue Albert-Chamberland,,,,orthophotographies,298186.32,5056707.07,-73.5848537001502,45.650226078246796
277,288,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Blanchet,,ave Philippe-Panneton/ave André-Ampère,,,,orthophotographies,296721.12,5054187.95,-73.60361044306829,45.6275430221672
278,289,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Dagenais-dis-Lépine,,boul Gouin Est/48e ave,,,,orthophotographies,298473.28,5057234.47,-73.5811788549883,45.654974396009294
279,290,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Perrault,,boul Gouin Est/ave Rita-Levi-Montalcini,,,,orthophotographies,297540.47,5056353.15,-73.5931346852597,45.647034984532006
280,291,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Valérien,,boul Perras/87e ave,,,,orthophotographies,301518.04,5058951.61,-73.5421227985137,45.670446602873
281,292,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Marthe,,rue Jacques-Rousseau/ave Jean-Jalbot,,,localisation approx.,localisation approx.,297029.93,5055435.06,-73.59966989635458,45.6387683040063
282,293,Rivière-des-Prairies–Pointe-aux-Trembles,Samuel-Morse,,ave André-Dumas/ave André-Ampère,,,,orthophotographies,298158.31,5055423.63,-73.58519556179891,45.6386771653639
283,294,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Coron (Urgel-Charbonneau),,rue René-Lévesque/36e ave,,,,orthophotographies,304810.48,5057751.05,-73.49986551874841,45.6596515204152
284,295,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Vaillancourt,,rue Ontario Est/47e ave,,,,orthophotographies,304673.22,5058592.02,-73.50162708303459,45.6672187053992
285,296,Rivière-des-Prairies–Pointe-aux-Trembles,Rodrigue-Gilbert Sud,,rue Joseph-Dargent/rue Joseph-Janot,,,localisation approx.,localisation approx.,304888.1,5056874.37,-73.4988696436189,45.6517629828106
286,297,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Lacroix (Jardins commun.),Jardins communautaires,rue Parent/18e ave,,,accès restreint,orthophotographies,305158.75,5056263.7,-73.4953975516274,45.6462679653216
287,298,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu (Jardins commun.),Jardins communautaires,rue Forsyth/40e ave,,,accès restreint,orthophotographies,304451.6,5058194.18,-73.50447104904451,45.663638796213895
288,299,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goreti (Jardins commun.),Jardins communautaires,Ter. Sainte-Maria-Goreti/94e ave,,,accès restreint,orthophotographies,306171.31,5062008.15,-73.4823910915763,45.6979561971675
289,300,Rivière-des-Prairies–Pointe-aux-Trembles,Parc-école Notre-Dame,,rue Notre-Dame Est/57e ave,,,,orthophotographies,305287.02,5059240.66,-73.49374897978241,45.673055116301605
290,301,Rivière-des-Prairies–Pointe-aux-Trembles,Beausoleil,,rue Beausoleil/rue Beaudoin,,,,orthophotographies,305381.7,5060631.4,-73.49253207438571,45.68556913229429
291,302,Rivière-des-Prairies–Pointe-aux-Trembles,des Bouleaux,,rue des Bouleaux/rue Reeves,,,,orthophotographies,304732.16,5056402.67,-73.5008703471647,45.6475185349384
292,303,Rivière-des-Prairies–Pointe-aux-Trembles,de la Rivière,,rue Pierre-Mercure/rue Napoléon-Brisebois,,,,orthophotographies,305475.33,5062143.69,-73.49132793979979,45.6991768303512
293,304,Rivière-des-Prairies–Pointe-aux-Trembles,du Bout-de-L'île,,rue Bureau (tourne-bride),,,localisation approx.,localisation approx.,306495.87,5062481.84,-73.47822178190809,45.7022177972606
294,305,Rivière-des-Prairies–Pointe-aux-Trembles,Clémentine-De la Rousselière,,rue Notre-Dame Est/boul De La Rousselière,,,,orthophotographies,305267.71,5058703.18,-73.4939973453372,45.6682187958388
295,306,Rivière-des-Prairies–Pointe-aux-Trembles,du Colombier,,rue du Colombier,,,,orthophotographies,305255.6,5056568.26,-73.49415476590829,45.6490084007415
296,307,Rivière-des-Prairies–Pointe-aux-Trembles,Daniel-Johnson,,boul du Tricentenaire/rue Joseph-Dargent,,,,orthophotographies,304810.48,5056697.17,-73.4998655414445,45.650168507952
297,308,Rivière-des-Prairies–Pointe-aux-Trembles,des Épinettes,,rue des Épinettes/rue des Bois-Francs,,,,orthophotographies,304223.09,5056575.66,-73.5074016198203,45.6490748971834
298,309,Rivière-des-Prairies–Pointe-aux-Trembles,François-La Bernarde,,place François-La Bernarde/rue Antoine-Chaudillon,,,,orthophotographies,305571.23,5061326.17,-73.4900977653473,45.691820582565896
299,310,Rivière-des-Prairies–Pointe-aux-Trembles,François-Vaillancourt,,rue René-Lévesque/31e ave,,,localisation approx.,localisation approx.,304740.65,5057334.61,-73.50076153911559,45.6559043136076
300,311,Rivière-des-Prairies–Pointe-aux-Trembles,de Montmartre,,rue De Montigny/60e ave,,,,orthophotographies,304999.39,5059548.03,-73.4974406547523,45.675821022807
301,312,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu,,rue Forsyth/40e ave,,,,orthophotographies,304414.25,5058182.5,-73.5049503557438,45.663533677752
302,313,Rivière-des-Prairies–Pointe-aux-Trembles,Rosaire-Prieur (Prince-Albert),,rue Prince-Albert/8e ave,,,,orthophotographies,305397.83,5055439.65,-73.4923313762802,45.63885282609179
303,314,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Georges,,place Saint-Georges,,,,orthophotographies,305404.06,5057166.65,-73.4922493185835,45.6543927173063
304,315,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Jean-Baptiste,,boul Saint-Jean-Baptiste/rue René-Lévesque,,,,orthophotographies,304761.14,5055686.57,-73.5004984937151,45.641074921293004
305,316,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,300044.95,5057888.52,-73.5610189860566,45.660872205324104
306,317,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299910.65,5058024.55,-73.5627437515313,45.6620952934889
307,318,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299907.84,5058053.38,-73.562780101447,45.6623546910069
308,319,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goretti,,rue Notre-Dame Est/85e ave,,,,orthophotographies,305761.51,5061305.65,-73.4876546992836,45.69163570303579
309,320,Rivière-des-Prairies–Pointe-aux-Trembles,Yves-Thériault / Sherbrooke,,ave Yves-Thériault/rue Thérèse-Giroux,,,,orthophotographies,304515.32,5059963.0,-73.503654360129,45.679554956974705
310,321,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305184.31,5060501.17,-73.4950662909077,45.684397441752004
311,322,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305197.73,5060500.7,-73.4948940075222,45.6843932050549
312,323,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305185.73,5060490.11,-73.49504806995971,45.684297921497496
313,324,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305198.67,5060491.29,-73.4948819476775,45.6843085319858
314,325,Rivière-des-Prairies–Pointe-aux-Trembles,Victoria-Girard,,rue Forsyth/rue Jean-Leduc,,,localisation approx.,localisation approx.,304233.62,5057189.24,-73.5072672364081,45.654596018208196
315,326,Rivière-des-Prairies–Pointe-aux-Trembles,Place du Village,,rue Notre-Dame Est/boul Saint-Jean-Baptiste,,,localisation approx.,localisation approx.,305645.88,5055542.62,-73.48914935296371,45.6397791143472
316,327,Rivière-des-Prairies–Pointe-aux-Trembles,Rampe de mise à l'eau,,rue Notre-Dame Est/36e ave,,,,orthophotographies,305552.02,5057685.59,-73.4903500448747,45.6590620918888
317,328,Rivière-des-Prairies–Pointe-aux-Trembles,Francesco-Lacurto,,rue Maude-Abbott/rue Charlotte-Tassé,,,,orthophotographies,297291.98,5053906.55,-73.59628492364841,45.625017327593206
318,329,Rivière-des-Prairies–Pointe-aux-Trembles,Perh-Kalm,,ave Rolland-Germain/rue Marcel-Raymond,,,,orthophotographies,300776.16,5058196.67,-73.55163831660771,45.6636496191226
319,330,Rivière-des-Prairies–Pointe-aux-Trembles,René-Masson,,boul Rodolphe-Forget/boul Perras,,,,orthophotographies,298660.35,5056906.72,-73.57877440635458,45.6520269216699
320,331,Rivière-des-Prairies–Pointe-aux-Trembles,des Pins,,42e ave/rue Cherrier,,,,orthophotographies,303503.27,5058519.67,-73.5166419220824,45.6665664872244
321,332,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Claire-Daveluy,,ave Jean-Yves-Bigras/ave Louis-Dessaules,,,,orthophotographies,299446.45,5056654.1,-73.568685627373,45.649760308249704
322,333,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297758.91,5045994.13,-73.5901828013251,45.5538240277343
323,334,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297774.55,5045990.22,-73.58998242714941,45.55378900219439
