,ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,long,lat
0,1,Saint-Léonard,Delorme,Bocce,rue Loranger/rue Péguy,,,,orthophotographies,297819.89,5050237.94,-73.589462375603,45.5920117541965
1,2,Saint-Léonard,Delorme,Pavillon,rue Loranger/rue Péguy,,,,orthophotographies,297773.67,5050257.68,-73.59005504946691,45.5921889147626
2,3,Saint-Léonard,Delorme,Pavillon,rue Loranger/rue Péguy,,,,orthophotographies,297774.77,5050256.8,-73.590040938345,45.59218100739079
3,4,Saint-Léonard,Delorme,montagne,rue Loranger/rue Péguy,,,,orthophotographies,297855.21,5050101.09,-73.5890077418093,45.590780693244106
4,5,Saint-Léonard,Delorme,Basketball et soccer,entrée boulevard Robert,,,,orthophotographies,297654.59,5050300.62,-73.5915819002069,45.5925740874714
5,6,Saint-Léonard,Ferland,Pavillon,rue Belcourt /boulevard Lavoisier,,,,orthophotographies,297118.07,5050704.0,-73.59846475305879,45.596198090959504
6,7,Saint-Léonard,Ferland,Piscine,rue Belcourt /boulevard Lavoisier,,,accès restreint,orthophotographies,297138.85,5050685.88,-73.5981981170499,45.596035271573804
7,8,Saint-Léonard,Pie-XII,Bocce,rue Jean-Marie Lefebvre/boul. Lavoisier,,,,orthophotographies,296529.51,5050026.57,-73.6059972563072,45.590095639999106
8,9,Saint-Léonard,Pie-XII,Basketball,rue Dujarié/rue Le Corbusier,,,,orthophotographies,296526.98,5049953.5,-73.6060284435696,45.58943810576321
9,10,Saint-Léonard,Pie-XII,Piscine,rue Dujarié/rue de Nevers,,,accès restreint,orthophotographies,296464.97,5049913.19,-73.60682248493559,45.5890746447919
10,11,Saint-Léonard,Pie-XII,Piscine,rue Dujarié/rue de Nevers,,,accès restreint,orthophotographies,296464.26,5049912.13,-73.6068315662484,45.5890650981076
11,12,Saint-Léonard,Coubertin,Pavillon,rue Valéry/rue Narbonne,,,,orthophotographies,296215.93,5049339.91,-73.6100041217273,45.583913080807505
12,13,Saint-Léonard,Coubertin,Pavillon,rue Valéry/rue Narbonne,,,,orthophotographies,296215.93,5049338.32,-73.6100040937848,45.5838987735332
13,14,Saint-Léonard,Luigi-Pirandello,Bocce,rue Jean-Rivard/rue de Nice,,,,orthophotographies,296717.63,5048690.13,-73.6035641400041,45.5780721805316
14,15,Saint-Léonard,Hébert (Stade),Baseball,rue Colbert/boul. Métropolitain Est,,,,orthophotographies,297450.41,5048206.42,-73.5941673390367,45.57372773784821
15,16,Saint-Léonard,Hébert (Stade),Soccer,rue de Viterbe/rue de Viterbe,,,,orthophotographies,297595.18,5048152.18,-73.5923116621237,45.5732411836133
16,17,Saint-Léonard,Hébert (Stade),Pavillon,rue Colbert/boul. Provencher,,,,orthophotographies,297620.82,5048037.96,-73.5919814726014,45.57221366181721
17,18,Saint-Léonard,Hébert (Stade),Stade (l'entrée sous-sol),rue Colbert/boul. Métropolitain Est,,,,orthophotographies,297518.57,5048198.03,-73.5932939085551,45.5736529585964
18,19,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297589.11,5048062.64,-73.5923881127418,45.5724354122334
19,20,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297587.9,5048061.19,-73.5924035942125,45.5724223521469
20,21,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297575.68,5048086.1,-73.5925605285234,45.572646373263105
21,22,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297577.76,5048084.96,-73.592533862021,45.5726361367813
22,23,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297579.26,5048083.81,-73.5925146265321,45.5726258042923
23,24,Saint-Léonard,Hébert (Parc),Piscine,rue Colbert/boul. Provencher,,,accès restreint,orthophotographies,297581.13,5048082.8,-73.5924906525568,45.572616735401404
24,25,Saint-Léonard,Hébert (Parc),Carré de sable,rue Colbert/boul. Provencher,,,,orthophotographies,297575.08,5048019.23,-73.5925672274284,45.5720446501215
25,26,Saint-Léonard,Ladauversière,Bocce,rue de Meudon/boul. Lacordaire,,,,orthophotographies,298274.39,5049047.39,-73.5836212582356,45.581303255285704
26,27,Saint-Léonard,Ladauversière,Piscine,rue de Meudon/boul. Lacordaire,,,accès restreint,orthophotographies,298309.22,5049078.31,-73.5831753467495,45.581581808452796
27,28,Saint-Léonard,Ladauversière,Piscine,rue de Meudon/boul. Lacordaire,,,accès restreint,orthophotographies,298350.2,5049103.86,-73.5826505511845,45.581812096063096
28,29,Saint-Léonard,Ladauversière,Piscine,rue de Meudon/boul. Lacordaire,,,accès restreint,orthophotographies,298358.77,5049108.4,-73.5825407914425,45.5818530277291
29,30,Saint-Léonard,Ladauversière,Piscine,rue de Meudon/boul. Lacordaire,,,accès restreint,orthophotographies,298312.39,5049071.44,-73.5831346339605,45.581520019724294
30,31,Saint-Léonard,Ladauversière,Baseball,rue Jean-Talon Est/rue de Pontoise,,,,orthophotographies,298489.01,5049176.95,-73.58087272534459,45.5824710546093
31,32,Saint-Léonard,Giuseppe-Garibaldi,Piscine,rue de Côme/rue La Dauversière,,,accès restreint,orthophotographies,299177.5,5049649.24,-73.5720554549725,45.586726764106
32,33,Saint-Léonard,Giuseppe-Garibaldi,Pavillon,rue de Côme/rue La Dauversière,,,,orthophotographies,299163.16,5049603.25,-73.5722386990733,45.5863128166389
33,34,Saint-Léonard,Giuseppe-Garibaldi,Pavillon,rue de Côme/rue La Dauversière,,,,orthophotographies,299160.52,5049604.25,-73.5722725434083,45.586321793531
34,35,Saint-Léonard,Giuseppe-Garibaldi,Baseball,rue Liénard/rue La Dauversière,,,,orthophotographies,299039.32,5049611.05,-73.573825856362,45.586381988703096
35,36,Saint-Léonard,Saint-Léonard,Pavillon de la scène,boul. Lacordaire/rue des Galets,,,,orthophotographies,297412.2,5049561.24,-73.59467739470371,45.5859184052737
36,37,Saint-Léonard,Saint-Léonard,Pavillon de la scène,boul. Lacordaire/rue des Galets,,,,orthophotographies,297418.27,5049552.31,-73.5945994705437,45.5858381150145
37,38,Saint-Léonard,Saint-Léonard,Pavillon de la scène,boul. Lacordaire/rue des Galets,,,,orthophotographies,297425.29,5049566.73,-73.5945097246301,45.585967944774
38,39,Saint-Léonard,Saint-Léonard,Pavillon de la scène,boul. Lacordaire/rue des Galets,,,,orthophotographies,297428.27,5049557.43,-73.59447139447491,45.5858842922942
39,40,Saint-Léonard,aréna Martin-Brodeur,Soccer,rue des Galets/rue de l'Aunis,,,,orthophotographies,297119.5,5049569.42,-73.59842857683391,45.5859888409044
40,41,Saint-Léonard,aréna Martin-Brodeur,Aréna,rue des Galets/rue de l'Aunis,,,,orthophotographies,297102.72,5049449.89,-73.5986417349467,45.584913090232895
41,42,Saint-Léonard,aréna Martin-Brodeur,Aréna,rue des Galets/rue de l'Aunis,,,,orthophotographies,297107.02,5049453.19,-73.5985866818955,45.58494283214971
42,43,Ahuntsic-Cartierville,Prieur,Jardins communautaires,rue Sackville/rue Prieur Est,,,accès restreint,orthophotographies,293151.73,5048680.08,-73.6492557330476,45.577931187294205
43,44,Ahuntsic-Cartierville,,Jardins communautaires,rue Frémont/avenue De Chateaubriand,,,accès restreint,orthophotographies,292953.69,5045875.79,-73.6517253756271,45.5526940005986
44,45,Ahuntsic-Cartierville,,Jardins communautaires,rue Deschamps/rue Letellier,,,accès restreint,orthophotographies,289589.09,5044953.59,-73.69478967036291,45.54433039908
45,46,Ahuntsic-Cartierville,,Jardins communautaires,rue Deschamps/rue Letellier,,,accès restreint,orthophotographies,289590.59,5044960.86,-73.69477068749799,45.54439584956679
46,47,Ahuntsic-Cartierville,du Petit-Bois-Franc,Jardins communautaires,rue Dudemaine/rue Grenet,,,accès restreint,orthophotographies,288688.91,5042752.27,-73.70624480988009,45.5245019742243
47,48,Ahuntsic-Cartierville,Ahuntsic (près de),Jardins communautaires,avenue Durham/boul. Henri-Bourassa Est,,,accès restreint,orthophotographies,291837.96,5046357.6,-73.6660281500602,45.5570096029911
48,49,Ahuntsic-Cartierville,Marcelin-Wilson,Jardins communautaires,avenue Marcelin-Wilson/rue Defoy,,,accès restreint,orthophotographies,290512.32,5044177.23,-73.6829442674349,45.5373640079733
49,50,Ahuntsic-Cartierville,Saint-Sulpice (JC),Jardins communautaires,ave Émile-Journault/ave André-Grasset,,,accès restreint,orthophotographies,294235.31,5046379.95,-73.63532155734309,45.5572512175254
50,51,Ahuntsic-Cartierville,Saint-Sulpice (JC),Jardins communautaires,ave Émile-Journault/ave André-Grasset,,,accès restreint,orthophotographies,294184.58,5046303.11,-73.63596968103559,45.5565590150628
51,52,Ahuntsic-Cartierville,Du Sault-au-Récollets (JC),Jardins communautaires,rue du Pressoir (tourne-bride)/boul. Gouin Est,,,accès restreint,orthophotographies,292333.66,5048494.82,-73.6597333507135,45.576249989769295
52,53,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,,orthophotographies,291787.23,5046257.8,-73.6666752827003,45.5561106256678
53,54,Ahuntsic-Cartierville,Avila-Vidal,Modules pour enfants,rue Filion/rue de la Paix,,,,orthophotographies,289515.25,5043300.34,-73.69568364820829,45.5294523034188
54,55,Ahuntsic-Cartierville,De Beauséjour,,boul. Gouin Ouest/rue Henri-D'Arles,,,,orthophotographies,286655.11,5043216.86,-73.7322973382624,45.5286325299218
55,56,Ahuntsic-Cartierville,Du Cardinal-Paul-Émile-Léger,,rue Chabanel Est/ave De Galinée,,,,orthophotographies,293685.77,5046588.35,-73.6423652483467,45.5591179113194
56,57,Ahuntsic-Cartierville,Du Boisé-De-Saint-Sulpice,,ave Olivier-Maurault/rue Legendre Est,,,,orthophotographies,293771.51,5046057.51,-73.64125501600941,45.55434260765671
57,58,Ahuntsic-Cartierville,De Bordeaux,,rue Viel/boul. de l'Acadie,,,,orthophotographies,289197.05,5044677.87,-73.6998012836626,45.541840713464495
58,59,Ahuntsic-Cartierville,Roland-Giguère,,Place de l'Acadie (tourne-bride),,,,orthophotographies,290685.06,5043602.12,-73.68071588135629,45.5321924961963
59,60,Ahuntsic-Cartierville,D'Auteuil,Baseball,rue Saint-Denis/rue Sauvé Est,,,,orthophotographies,292630.73,5045446.11,-73.65585108684431,45.548822033059
60,61,Ahuntsic-Cartierville,D'Auteuil,Pavillon,rue Saint-Denis/rue Sauvé Est,,,,orthophotographies,292562.6,5045548.7,-73.656726185786,45.5497439773201
61,62,Ahuntsic-Cartierville,D'Auteuil,,rue Saint-Denis/rue Sauvé Est,,,,orthophotographies,292510.0,5045500.53,-73.6573986293738,45.549309601900205
62,63,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,,orthophotographies,292107.24,5046329.48,-73.6625782814415,45.5567615314066
63,64,Ahuntsic-Cartierville,Ahuntsic,,rue Lajeunesse/rue Prieur Est,,,,orthophotographies,292107.24,5046329.48,-73.6625782814415,45.5567615314066
64,65,Ahuntsic-Cartierville,De la Merci,,boul. Gouin Est/rue Poincaré,,,,orthophotographies,289403.22,5045174.2,-73.69717683209109,45.546311432748006
65,66,Ahuntsic-Cartierville,De Mésy,,rue Legault/rue Grenet,,,,orthophotographies,287819.83,5043362.35,-73.7173913333422,45.529971045168196
66,67,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,,orthophotographies,293882.41,5048443.23,-73.6398878627745,45.575811792031296
67,68,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,,orthophotographies,293830.99,5048325.81,-73.64054407328041,45.5747544042729
68,69,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,,orthophotographies,293743.44,5048479.59,-73.6416693125804,45.576136775435295
69,70,Ahuntsic-Cartierville,Des Hirondelles,,rue Fleury Est/rue Larose,,,,orthophotographies,293469.35,5048691.27,-73.64518616496909,45.578037122972795
70,71,Ahuntsic-Cartierville,Gabriel-Lalemant,,rue de Lille/rue Sauvé Est,,,,orthophotographies,293648.93,5047932.46,-73.6428677953635,45.5712120325848
71,72,Ahuntsic-Cartierville,Gabreil-Lalemand,,rue Sauvé Est/rue de Lille,,,,orthophotographies,293655.1,5047941.81,-73.6427889586055,45.57129626547171
72,73,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293660.36,5047951.68,-73.642721792405,45.5713851628507
73,74,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293129.31,5045314.83,-73.6494626952386,45.54764926553921
74,75,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293130.87,5045310.16,-73.6494426055465,45.5476072694801
75,76,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293109.09,5045210.14,-73.6497191443933,45.546706891308204
76,77,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293017.24,5045327.11,-73.6508982296043,45.54775787815289
77,78,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293019.18,5045330.78,-73.6508734730469,45.547790934833706
78,79,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293013.12,5045351.45,-73.6509515792422,45.547976827747895
79,80,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,293204.3,5045290.96,-73.64850176061,45.547435727905906
80,81,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,292811.77,5045387.69,-73.6535310960871,45.54829949055549
81,82,Ahuntsic-Cartierville,Henri-Julien,,rue Saint-Denis/rue Legendre Est,,,,orthophotographies,292940.52,5045395.48,-73.65188241274629,45.548371791701406
82,83,Ahuntsic-Cartierville,J.-J.-Gagnier,,rue J.-J.-Gagnier/rue Prieur Est,,,,orthophotographies,293186.26,5048936.75,-73.6488193836909,45.5802413529268
83,84,Ahuntsic-Cartierville,Jean-Matucci,,ave. André-Grasset/ave. Émile-Journault,,,,orthophotographies,294303.18,5046270.61,-73.63444987659341,45.556268367658504
84,85,Ahuntsic-Cartierville,Jean-Matucci,,ave. André-Grasset/ave. Émile-Journault,,,,orthophotographies,294309.65,5046247.87,-73.6343665173268,45.556063843335295
85,86,Ahuntsic-Cartierville,Jeanne-Sauvé (parc du pont Ahuntsic),,rue Basile-Routhier/ave. Parc Stanley,,,,orthophotographies,291311.43,5046366.0,-73.67277256773579,45.557075187758706
86,87,Ahuntsic-Cartierville,Lefebvre,,rue Cousineau/rue Laurin,,,,orthophotographies,287416.23,5043075.41,-73.72254826554341,45.52737911656649
87,88,Ahuntsic-Cartierville,Lomer-Gouin,,rue De Saint-Firmin/boul. Gouin Est,,,,orthophotographies,292400.48,5048161.69,-73.6588687254571,45.5732535859795
88,89,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,,orthophotographies,288649.87,5043302.87,-73.7067627243823,45.529455553352896
89,90,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,,orthophotographies,288616.64,5043185.73,-73.7071842802365,45.5284007181151
90,91,Ahuntsic-Cartierville,De Louisbourg,,rue De Louisbourg/rue De Meulles,,,,orthophotographies,288600.47,5043243.34,-73.70739319718871,45.52891873629989
91,92,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,,orthophotographies,290331.33,5044135.17,-73.685260469424,45.536981803372
92,93,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,,orthophotographies,290350.95,5044125.36,-73.6850089618831,45.5368939368997
93,94,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,,orthophotographies,290367.11,5044112.67,-73.68480167257201,45.536780083018996
94,95,Ahuntsic-Cartierville,Marcelin-Wilson,,boul. de l'Acadie/rue Dudemaine,,,,orthophotographies,290391.92,5044097.09,-73.6844835434965,45.536640402504396
95,96,Ahuntsic-Cartierville,Maurice-Richard,,ave. Park Stanley/rue Basile-Routhier,,,,orthophotographies,291256.0,5046411.88,-73.6734838273432,45.5574869538941
96,97,Ahuntsic-Cartierville,Nicolas-Viel,,boul. Gouin Ouest/rue Saint-Urbain,,,,orthophotographies,290964.72,5045655.96,-73.67719341030379,45.5506792271636
97,98,Ahuntsic-Cartierville,Nicolas-Viel,,boul. Gouin Ouest/rue Saint-Urbain,,,,orthophotographies,290966.02,5045661.89,-73.6771769284716,45.550732612976596
98,99,Ahuntsic-Cartierville,Olympia/Gouin,,boul. Gouin Est/boul. Olympia,,,,orthophotographies,291996.46,5047112.49,-73.6640177269551,45.563805264220896
99,100,Ahuntsic-Cartierville,Stanley/rue piétonne,,ave. Park Stanley/ave. Durham,,,,orthophotographies,291288.51,5046442.36,-73.6730682536757,45.5577618537941
100,101,Ahuntsic-Cartierville,Rosanne-Laflamme,,boul. O'Brien/rue Dudemaine,,,,orthophotographies,289173.31,5043128.27,-73.70005583381821,45.5278963770113
101,102,Ahuntsic-Cartierville,Saint-Alphonse,,ave. Émile-Journault/ave. De Chateaubriand,,,,orthophotographies,293831.96,5045535.49,-73.64046906112179,45.5496462564262
102,103,Ahuntsic-Cartierville,Saint-Alphonse,,ave. Émile-Journault/ave. De Chateaubriand,,,,orthophotographies,293981.45,5045446.01,-73.63855255142529,45.54884342394871
103,104,Ahuntsic-Cartierville,Saint-André-Apôtre,,rue Prieur Ouest/ave. de l'Esplanade,,,,orthophotographies,291473.29,5045153.0,-73.67066630411951,45.5461633503817
104,105,Ahuntsic-Cartierville,Saint-André-Apôtre,,rue Prieur Ouest/ave. de l'Esplanade,,,,orthophotographies,291423.42,5045161.79,-73.6713051933843,45.546241489702204
105,106,Ahuntsic-Cartierville,Saint-Benoît,,rue Meilleur/rue Sauvé Ouest,,,,orthophotographies,291816.18,5044545.09,-73.66625903431141,45.54069965253839
106,107,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,,orthophotographies,288817.12,5043857.08,-73.70463959791091,45.53444637172811
107,108,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,,orthophotographies,288775.21,5043938.22,-73.70517885155441,45.5351755330588
108,109,Ahuntsic-Cartierville,Sainte-Odile,,rue De Salaberry/rue Marsan,,,,orthophotographies,288427.52,5044006.19,-73.709632861559,45.535779066094506
109,110,Ahuntsic-Cartierville,Saint-Paul-de-la-Croix,,rue Sauriol Est/ave. Hamel,,,,orthophotographies,292831.25,5046832.43,-73.6533169667666,45.561300052792205
110,111,Ahuntsic-Cartierville,Saint-Paul-de-la-Croix,,ave. Hamel/rue Sauvé Est,,,,orthophotographies,292945.4,5046756.6,-73.65185289827691,45.560619664288595
111,112,Ahuntsic-Cartierville,Saint-Simon-Apôtre,,rue Meunier/rue Legendre Est,,,,orthophotographies,293149.89,5044456.84,-73.6491787141556,45.5399291284247
112,113,Ahuntsic-Cartierville,de Salaberry,,rue Pasteur/rue de Louisbourg,,,,orthophotographies,289654.38,5044304.26,-73.6939334879104,45.5384889439353
113,114,Ahuntsic-Cartierville,du Sault-au-Récollet,,ave. Charton/rue Fleury Est,,,,orthophotographies,292879.52,5047784.86,-73.6527218623452,45.56987113117229
114,115,Ahuntsic-Cartierville,du Sault-au-Récollet,,ave. Charton/rue Fleury Est,,,,orthophotographies,292835.47,5047872.51,-73.6532883620273,45.5706590755614
115,116,Ahuntsic-Cartierville,Tolhurst,,rue Tolhurst/rue Fleury Ouest,,,,orthophotographies,291886.3,5044916.85,-73.66537095196509,45.5440461751636
116,117,Ahuntsic-Cartierville,Victor-Barbeau,,rue Lucien-Plante/rue Ernest-Savignac,,,,orthophotographies,294583.6,5046316.56,-73.63085905001358,45.55668601146339
117,118,Lachine,,piste de course,rue Esther-Blondin/rue Duff Court,,,école secondaire Dalbé-Viau,orthophotographies,290727.24,5033930.29,-73.6798985861241,45.445162272069105
118,119,Lachine,Carignan,,42² ave/rue Provost,,,,orthophotographies,288995.91,5033706.95,-73.7020236724136,45.4431155533198
119,120,Lachine,Dixie,,rue Victoria/54²ave,,,,orthophotographies,287728.33,5033782.23,-73.71822964456821,45.4437631502532
120,121,Lachine,de la Renaissance,,ter. Louis-Basile_pigeon/ter.J.-S.-Aimé-Ashby,,,,orthophotographies,289956.51,5033985.23,-73.68975278790879,45.445640706095
121,122,Lachine,Lasalle,,rue Victoria/10e ave,,,,orthophotographies,291277.6,5033081.49,-73.6728397903953,45.437535220174
122,123,Lachine,Lasalle,,16e ave/rue Remembrance,,,,orthophotographies,290983.65,5033112.99,-73.67659784905071,45.437812925695496
123,124,Lachine,Lasalle,stade,rue Saint-Ambroise/10e ave,,,,orthophotographies,291310.61,5033287.33,-73.672423508368,45.439388107342396
124,125,Lachine,Lasalle,face au stade,10e ave/rue Saint-Ambroise,,,,orthophotographies,291285.22,5033279.31,-73.6727478256452,45.439315449102104
125,126,Lachine,Lasalle,,rue Saint-Antoine/13e ave,,,,orthophotographies,290973.32,5033326.31,-73.6767358769674,45.4397322791747
126,127,Lachine,Stoney Point,,boul. Saint-Joseph/46e ave,,,,orthophotographies,288624.13,5032961.24,-73.7067515964051,45.43639679880339
127,128,Lachine,Saint-Louis,,boul. Saint-Joseph/32e ave,,,,orthophotographies,289726.63,5032607.49,-73.69264926400459,45.43323822081679
128,129,Lachine,Village Saint-Louis,,rue Dalbé-Viau,,,,orthophotographies,289434.38,5033821.1,-73.6964223087907,45.4441525043676
129,130,Lachine,Monk,,boul. Saint-Joseph/7e ave,,,,orthophotographies,291448.26,5032370.28,-73.6706391802007,45.431138677538
130,131,Lachine,Brewster,,rue Broadway/44e ave,,,,orthophotographies,288785.58,5032991.65,-73.7046890287225,45.4366741589851
131,132,Lachine,Grovehill,,rue Saint-Antoine/33e ave,,,,orthophotographies,289611.5,5033420.94,-73.6941458049357,45.4405555457854
132,133,Lachine,Rosewood,,rue Rosewood/ave de Mount Vernon,,,,orthophotographies,292866.13,5034445.43,-73.6525687702489,45.449837542088204
133,134,Lachine,Wilfrid-Vincent,,rues des Érables/ave Richardson,,,,orthophotographies,292849.24,5033780.16,-73.65276854007308,45.44385082993771
134,135,Lachine,Sainte-Anne,,rue Provost/24e ave,,,,orthophotographies,290340.85,5033539.99,-73.6848264937758,45.4416422802227
135,137,Villeray–Saint-Michel–Parc-Extension,Frédéric-Back,,rue des Regrattiers/rue Paul-Boutet,,,Grands Parcs,,295750.32,5046671.85,-73.6159214617419,45.5598991674733
136,138,Verdun,Arthur-Therrien,,boul. Gaétan-Laberge/rue Rhéaume,,,,orthophotographies,299963.51,5036342.72,-73.5618509460977,45.466995452951295
137,139,Verdun,Arthur-Therrien,,boul. Gaétan-Laberge/rue Hickson,,,,orthophotographies,299954.98,5036007.6,-73.5619567276014,45.4639798217384
138,140,Verdun,Lacoursière,,chemin du Golf/rue des Camélias,,,,orthophotographies,300864.9,5036251.56,-73.5503228895368,45.4661808111553
139,141,Verdun,Desmarchais,,boul. Lasalle/5e ave,,,,orthophotographies,299821.62,5035074.19,-73.5636526445142,45.4555796005352
140,142,Verdun,Centre communautaire Marcel Giroux,cour arrière,rue Willibrord/rue Bannantyne,,,,orthophotographies,298798.49,5035490.82,-73.5767392694651,45.459320604524606
141,143,Verdun,Adrien-D.Archambault,soccer,boulevard de la Forêt,,,,orthophotographies,300300.8,5035022.26,-73.5575254659587,45.455115558143206
142,144,Verdun,Adrien-D.Archambault,soccer,boulevard de la Forêt,,,,orthophotographies,300289.34,5035152.93,-73.5576731886907,45.4562913183312
143,145,Verdun,Duquette,,rue Newmarch/rue Dupuis,,,,orthophotographies,298957.81,5036209.29,-73.5747106391521,45.4657870976596
144,146,Verdun,Elgard,tennis,rue Elgar (tourne-bride),,,,orthophotographies,301084.09,5035309.31,-73.5475127202215,45.457703182375404
145,147,Verdun,Archie-Wilcox,jardins communautaires,boul. Lasalle/rue Melrose,,,,orthophotographies,299714.67,5034772.92,-73.56501697130379,45.452867851742496
146,148,Verdun,Natatorium,Piscine,boul. Lasalle/rue Stephens,,,accès restreint,orthophotographies,298849.41,5033734.67,-73.57606692757071,45.443518317298604
147,149,Verdun,Natatorium,Piscine,boul. Lasalle/rue Stephens,,,accès restreint,orthophotographies,298863.68,5033752.93,-73.57588473332501,45.443682751538105
148,150,Verdun,Natatorium,Piscine,boul. Lasalle/rue Stephens,,,accès restreint,orthophotographies,298882.28,5033686.51,-73.575646168602,45.44308522776179
149,151,Verdun,Norman-Dawe,,rue Woodland/rue Bannantyne,,,,orthophotographies,298654.19,5034732.6,-73.57857490677691,45.452496510146396
150,152,Verdun,Adrien-D.Archambault,,Chemin de la Pointe-Sud/rue des Parulines,,,,orthophotographies,300831.31,5034326.94,-73.5507369114423,45.4488619304488
151,153,Verdun,de l'Honorable-George-O'Reilly,,boul. Lasalle/rue Riverview,,,,orthophotographies,299154.55,5034048.54,-73.57216989991029,45.446345212171
152,154,Verdun,de l'Honorable-George-O'Reilly,,boul. Lasalle/rue Godin,,,,orthophotographies,299226.23,5034083.27,-73.57125395642299,45.4466583057978
153,155,Verdun,De La Fontaine,tennis,place de la Fontaine (tourne-bride),,,,orthophotographies,301333.59,5035991.01,-73.5443273472831,45.46383873843921
154,156,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,,orthophotographies,301274.9,5035926.68,-73.5450773947526,45.4632595718719
155,157,Verdun,,,Chemin de la Pointe-Nord/rue de la Rotonde,,,,orthophotographies,301784.16,5037007.47,-73.5385718408805,45.4729874270676
156,158,Verdun,de la Reine-Élizabeth,,rue Crawford/rue Penniston,,,,orthophotographies,297595.65,5033197.84,-73.5920859768643,45.438675846425106
157,159,Verdun,Arthur-Therrien,baseball,boul. Gaétan-Laberge,,,,orthophotographies,300017.6,5036247.97,-73.56115830021491,45.466143219155505
158,160,Verdun,Arthur-Therrien,baseball,boul. Gaétan-Laberge,,,,orthophotographies,299998.45,5036271.07,-73.561403419828,45.4663509527397
159,161,Verdun,Labelle,,rue Henri-Duhamel/rue de Verdun,,,,orthophotographies,299299.37,5036956.41,-73.5703510944878,45.472512813173196
160,162,Verdun,Willibrord,,rue Bannantyne/rue Willibrord,,,,orthophotographies,298878.0,5035496.19,-73.5757226676873,45.4593696049074
161,163,Verdun,Woodland,,rue Woodland/rue Wellington,,,,orthophotographies,299541.09,5034672.63,-73.5672351528308,45.4519641070232
162,164,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,,orthophotographies,301392.54,5036011.25,-73.5435736539818,45.4640211579132
163,165,Verdun,De La Fontaine,,place de la Fontaine (tourne-bride),,,,orthophotographies,301374.5,5036071.43,-73.54380476382559,45.4645625987446
164,166,Verdun,De La Fontaine,,place de la Fontaine/rue Berlioz,,,,orthophotographies,301467.79,5035914.1,-73.5426107195395,45.463147317609604
165,167,Le Sud-Ouest,Brewster,,ave Brewster/rue Saint-Jacques,,,,orthophotographies,298364.38,5038083.51,-73.58232403861619,45.4826469881113
166,168,Le Sud-Ouest,David-Lefebvre,,rue Vinet/rue Quesnel,,,,orthophotographies,298740.67,5038485.76,-73.5775155295401,45.486269982801296
167,169,Le Sud-Ouest,de l'Encan,,boul. Georges-Vanier/rue Notre-Dame Ouest,,,,orthophotographies,299122.09,5038330.51,-73.5726343253176,45.4848761802612
